A_SP_rating,A_SP_offense,A_SP_defense,A_SP_special,A_ESPN_offense,A_ESPN_defense,A_ESPN_special,A_ESPN_rating,B_SP_rating,B_SP_offense,B_SP_defense,B_SP_special,B_ESPN_offense,B_ESPN_defense,B_ESPN_special,B_ESPN_rating,outcome
-1.6,20.1,20.8,-0.8,21.9,73.9,54.9,47.1,15.2,34.5,19.6,0.4,55.4,76.1,58.5,71.1,0
-1.6,20.1,20.8,-0.8,21.9,73.9,54.9,47.1,-18.8,16.8,33.5,-2.1,12.7,32.9,30.2,14.0,1
-1.6,20.1,20.8,-0.8,21.9,73.9,54.9,47.1,28.7,43.5,14.1,-0.7,81.8,82.9,47.0,87.1,0
-1.6,20.1,20.8,-0.8,21.9,73.9,54.9,47.1,-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,0
-1.6,20.1,20.8,-0.8,21.9,73.9,54.9,47.1,9.4,30.5,19.3,-1.8,59.6,71.7,35.8,66.9,1
-1.6,20.1,20.8,-0.8,21.9,73.9,54.9,47.1,22.9,40.8,17.7,-0.2,80.3,74.6,35.4,80.1,0
-1.6,20.1,20.8,-0.8,21.9,73.9,54.9,47.1,24.0,42.6,18.8,0.2,80.8,75.6,32.4,80.6,0
-1.6,20.1,20.8,-0.8,21.9,73.9,54.9,47.1,-0.6,21.5,22.9,0.9,32.4,71.0,56.8,53.9,1
28.7,43.5,14.1,-0.7,81.8,82.9,47.0,87.1,15.3,32.1,18.4,1.7,63.2,73.3,62.4,74.6,1
28.7,43.5,14.1,-0.7,81.8,82.9,47.0,87.1,1.1,25.7,25.1,0.4,38.9,64.3,61.4,54.1,1
28.7,43.5,14.1,-0.7,81.8,82.9,47.0,87.1,7.8,35.0,28.5,1.3,71.3,43.9,65.6,62.0,1
28.7,43.5,14.1,-0.7,81.8,82.9,47.0,87.1,22.9,40.8,17.7,-0.2,80.3,74.6,35.4,80.1,1
28.7,43.5,14.1,-0.7,81.8,82.9,47.0,87.1,9.4,30.5,19.3,-1.8,59.6,71.7,35.8,66.9,1
28.7,43.5,14.1,-0.7,81.8,82.9,47.0,87.1,24.0,42.6,18.8,0.2,80.8,75.6,32.4,80.6,1
28.7,43.5,14.1,-0.7,81.8,82.9,47.0,87.1,-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,1
28.7,43.5,14.1,-0.7,81.8,82.9,47.0,87.1,13.1,43.0,29.4,-0.4,82.7,46.0,56.2,69.7,0
28.7,43.5,14.1,-0.7,81.8,82.9,47.0,87.1,-0.6,21.5,22.9,0.9,32.4,71.0,56.8,53.9,1
28.7,43.5,14.1,-0.7,81.8,82.9,47.0,87.1,-4.0,22.7,27.5,0.8,33.4,57.1,48.4,44.2,1
24.0,42.6,18.8,0.2,80.8,75.6,32.4,80.6,22.9,40.8,17.7,-0.2,80.3,74.6,35.4,80.1,0
24.0,42.6,18.8,0.2,80.8,75.6,32.4,80.6,15.9,38.5,24.6,2.0,74.2,52.0,67.8,69.7,0
24.0,42.6,18.8,0.2,80.8,75.6,32.4,80.6,-0.6,21.5,22.9,0.9,32.4,71.0,56.8,53.9,1
24.0,42.6,18.8,0.2,80.8,75.6,32.4,80.6,9.4,30.5,19.3,-1.8,59.6,71.7,35.8,66.9,1
24.0,42.6,18.8,0.2,80.8,75.6,32.4,80.6,-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,1
24.0,42.6,18.8,0.2,80.8,75.6,32.4,80.6,15.4,26.6,14.0,2.8,39.1,87.2,64.7,72.4,1
22.9,40.8,17.7,-0.2,80.3,74.6,35.4,80.1,-20.9,17.6,36.9,-1.6,20.7,31.7,44.5,20.4,1
22.9,40.8,17.7,-0.2,80.3,74.6,35.4,80.1,-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,1
22.9,40.8,17.7,-0.2,80.3,74.6,35.4,80.1,-12.7,24.6,35.8,-1.5,21.0,22.7,60.3,18.0,1
22.9,40.8,17.7,-0.2,80.3,74.6,35.4,80.1,-2.8,26.8,27.6,-2.0,49.2,52.7,33.8,47.7,1
22.9,40.8,17.7,-0.2,80.3,74.6,35.4,80.1,9.4,30.5,19.3,-1.8,59.6,71.7,35.8,66.9,1
22.9,40.8,17.7,-0.2,80.3,74.6,35.4,80.1,-3.8,25.4,28.5,-0.7,33.2,46.0,53.9,37.9,1
22.9,40.8,17.7,-0.2,80.3,74.6,35.4,80.1,-0.6,21.5,22.9,0.9,32.4,71.0,56.8,53.9,1
22.9,40.8,17.7,-0.2,80.3,74.6,35.4,80.1,10.1,30.8,21.7,1.0,55.4,68.2,53.4,64.5,0
22.9,40.8,17.7,-0.2,80.3,74.6,35.4,80.1,-2.6,30.8,33.4,0.1,56.4,42.6,52.6,49.7,0
9.4,30.5,19.3,-1.8,59.6,71.7,35.8,66.9,-0.7,29.9,30.9,0.2,56.6,42.5,42.1,47.9,1
9.4,30.5,19.3,-1.8,59.6,71.7,35.8,66.9,-0.6,21.5,22.9,0.9,32.4,71.0,56.8,53.9,1
9.4,30.5,19.3,-1.8,59.6,71.7,35.8,66.9,15.7,39.4,23.2,-0.4,58.9,57.5,38.1,57.7,1
9.4,30.5,19.3,-1.8,59.6,71.7,35.8,66.9,-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,1
9.4,30.5,19.3,-1.8,59.6,71.7,35.8,66.9,15.9,38.5,24.6,2.0,74.2,52.0,67.8,69.7,1
-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,10.3,29.0,18.9,0.2,51.4,66.3,69.5,65.5,0
-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,-3.6,24.5,27.3,-0.8,30.4,48.9,46.2,36.8,0
-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,-2.1,22.0,25.8,1.7,31.8,53.7,61.6,43.1,0
-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,-5.6,22.3,28.2,0.3,37.8,27.2,51.0,28.2,0
-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,-12.0,16.6,27.4,-1.1,16.4,48.9,43.4,27.3,1
-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,-6.6,25.0,31.8,0.2,26.5,29.6,47.7,23.1,1
-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,-18.8,16.8,33.5,-2.1,12.7,32.9,30.2,14.0,1
-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,-7.0,28.2,35.1,-0.1,36.4,32.4,51.0,31.0,1
-0.6,21.5,22.9,0.9,32.4,71.0,56.8,53.9,-14.6,15.7,28.4,-1.8,26.1,56.7,37.1,36.1,1
-0.6,21.5,22.9,0.9,32.4,71.0,56.8,53.9,-2.8,26.8,27.6,-2.0,49.2,52.7,33.8,47.7,1
-0.6,21.5,22.9,0.9,32.4,71.0,56.8,53.9,4.6,25.1,19.4,-1.1,39.3,60.9,37.5,47.1,1
-0.6,21.5,22.9,0.9,32.4,71.0,56.8,53.9,-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,1
-0.6,21.5,22.9,0.9,32.4,71.0,56.8,53.9,-9.9,22.2,29.2,-2.9,43.9,53.2,33.0,44.3,0
-0.6,21.5,22.9,0.9,32.4,71.0,56.8,53.9,-3.8,25.4,28.5,-0.7,33.2,46.0,53.9,37.9,1
-2.8,26.8,27.6,-2.0,49.2,52.7,33.8,47.7,2.9,27.9,23.5,-1.5,55.2,63.7,50.1,61.7,0
-2.8,26.8,27.6,-2.0,49.2,52.7,33.8,47.7,15.7,39.4,23.2,-0.4,58.9,57.5,38.1,57.7,1
-2.8,26.8,27.6,-2.0,49.2,52.7,33.8,47.7,-3.8,25.4,28.5,-0.7,33.2,46.0,53.9,37.9,0
-2.8,26.8,27.6,-2.0,49.2,52.7,33.8,47.7,-9.9,22.2,29.2,-2.9,43.9,53.2,33.0,44.3,1
-2.8,26.8,27.6,-2.0,49.2,52.7,33.8,47.7,7.8,35.0,28.5,1.3,71.3,43.9,65.6,62.0,0
-2.8,26.8,27.6,-2.0,49.2,52.7,33.8,47.7,15.2,34.5,19.6,0.4,55.4,76.1,58.5,71.1,0
-2.8,26.8,27.6,-2.0,49.2,52.7,33.8,47.7,15.9,38.5,24.6,2.0,74.2,52.0,67.8,69.7,1
-2.8,26.8,27.6,-2.0,49.2,52.7,33.8,47.7,13.1,43.0,29.4,-0.4,82.7,46.0,56.2,69.7,0
7.8,35.0,28.5,1.3,71.3,43.9,65.6,62.0,-1.2,25.3,26.3,-0.1,46.1,62.2,40.7,53.2,1
7.8,35.0,28.5,1.3,71.3,43.9,65.6,62.0,13.1,43.0,29.4,-0.4,82.7,46.0,56.2,69.7,0
7.8,35.0,28.5,1.3,71.3,43.9,65.6,62.0,15.9,38.5,24.6,2.0,74.2,52.0,67.8,69.7,0
7.8,35.0,28.5,1.3,71.3,43.9,65.6,62.0,15.2,34.5,19.6,0.4,55.4,76.1,58.5,71.1,1
7.8,35.0,28.5,1.3,71.3,43.9,65.6,62.0,-3.8,25.4,28.5,-0.7,33.2,46.0,53.9,37.9,1
7.8,35.0,28.5,1.3,71.3,43.9,65.6,62.0,9.3,28.0,17.6,-1.1,46.3,71.9,35.0,57.4,1
18.6,34.1,17.3,1.8,66.1,75.0,67.5,78.1,7.8,35.0,28.5,1.3,71.3,43.9,65.6,62.0,1
18.6,34.1,17.3,1.8,66.1,75.0,67.5,78.1,24.0,42.6,18.8,0.2,80.8,75.6,32.4,80.6,0
18.6,34.1,17.3,1.8,66.1,75.0,67.5,78.1,15.9,38.5,24.6,2.0,74.2,52.0,67.8,69.7,0
18.6,34.1,17.3,1.8,66.1,75.0,67.5,78.1,15.2,34.5,19.6,0.4,55.4,76.1,58.5,71.1,0
18.6,34.1,17.3,1.8,66.1,75.0,67.5,78.1,15.7,39.4,23.2,-0.4,58.9,57.5,38.1,57.7,0
18.6,34.1,17.3,1.8,66.1,75.0,67.5,78.1,13.1,43.0,29.4,-0.4,82.7,46.0,56.2,69.7,1
18.6,34.1,17.3,1.8,66.1,75.0,67.5,78.1,-3.8,25.4,28.5,-0.7,33.2,46.0,53.9,37.9,1
18.6,34.1,17.3,1.8,66.1,75.0,67.5,78.1,9.4,30.5,19.3,-1.8,59.6,71.7,35.8,66.9,1
18.6,34.1,17.3,1.8,66.1,75.0,67.5,78.1,-2.8,26.8,27.6,-2.0,49.2,52.7,33.8,47.7,1
15.9,38.5,24.6,2.0,74.2,52.0,67.8,69.7,-6.7,22.7,29.5,0.2,27.4,43.0,38.1,30.4,1
15.9,38.5,24.6,2.0,74.2,52.0,67.8,69.7,13.1,43.0,29.4,-0.4,82.7,46.0,56.2,69.7,1
15.9,38.5,24.6,2.0,74.2,52.0,67.8,69.7,15.2,34.5,19.6,0.4,55.4,76.1,58.5,71.1,0
15.9,38.5,24.6,2.0,74.2,52.0,67.8,69.7,-3.8,25.4,28.5,-0.7,33.2,46.0,53.9,37.9,1
13.1,43.0,29.4,-0.4,82.7,46.0,56.2,69.7,19.0,38.0,20.9,1.9,71.2,63.3,61.0,72.6,1
13.1,43.0,29.4,-0.4,82.7,46.0,56.2,69.7,16.4,42.4,27.0,1.0,74.8,56.6,61.4,71.4,0
13.1,43.0,29.4,-0.4,82.7,46.0,56.2,69.7,-12.7,24.6,35.8,-1.5,21.0,22.7,60.3,18.0,1
13.1,43.0,29.4,-0.4,82.7,46.0,56.2,69.7,-3.8,25.4,28.5,-0.7,33.2,46.0,53.9,37.9,1
13.1,43.0,29.4,-0.4,82.7,46.0,56.2,69.7,15.2,34.5,19.6,0.4,55.4,76.1,58.5,71.1,0
13.1,43.0,29.4,-0.4,82.7,46.0,56.2,69.7,-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,1
-3.8,25.4,28.5,-0.7,33.2,46.0,53.9,37.9,6.1,42.5,36.1,-0.4,73.9,30.5,39.9,50.1,0
-3.8,25.4,28.5,-0.7,33.2,46.0,53.9,37.9,15.2,34.5,19.6,0.4,55.4,76.1,58.5,71.1,0
15.2,34.5,19.6,0.4,55.4,76.1,58.5,71.1,-2.7,29.2,31.2,-0.7,52.2,33.6,45.3,40.9,0
15.2,34.5,19.6,0.4,55.4,76.1,58.5,71.1,15.7,39.4,23.2,-0.4,58.9,57.5,38.1,57.7,1
9.3,28.0,17.6,-1.1,46.3,71.9,35.0,57.4,-1.0,31.2,31.3,-0.9,48.6,40.2,57.1,44.3,1
9.3,28.0,17.6,-1.1,46.3,71.9,35.0,57.4,12.4,38.9,27.9,1.3,69.4,47.1,50.1,60.6,0
9.3,28.0,17.6,-1.1,46.3,71.9,35.0,57.4,16.3,39.9,25.2,1.6,71.4,51.5,57.8,65.2,0
9.3,28.0,17.6,-1.1,46.3,71.9,35.0,57.4,-4.0,22.7,27.5,0.8,33.4,57.1,48.4,44.2,1
9.3,28.0,17.6,-1.1,46.3,71.9,35.0,57.4,-1.2,25.3,26.3,-0.1,46.1,62.2,40.7,53.2,0
9.3,28.0,17.6,-1.1,46.3,71.9,35.0,57.4,-2.6,30.8,33.4,0.1,56.4,42.6,52.6,49.7,1
9.3,28.0,17.6,-1.1,46.3,71.9,35.0,57.4,15.3,32.1,18.4,1.7,63.2,73.3,62.4,74.6,1
15.4,26.6,14.0,2.8,39.1,87.2,64.7,72.4,-2.6,30.8,33.4,0.1,56.4,42.6,52.6,49.7,1
15.4,26.6,14.0,2.8,39.1,87.2,64.7,72.4,-14.6,22.0,37.5,0.8,26.0,34.7,54.8,27.1,1
15.4,26.6,14.0,2.8,39.1,87.2,64.7,72.4,16.3,39.9,25.2,1.6,71.4,51.5,57.8,65.2,0
15.4,26.6,14.0,2.8,39.1,87.2,64.7,72.4,-1.2,25.3,26.3,-0.1,46.1,62.2,40.7,53.2,1
16.3,39.9,25.2,1.6,71.4,51.5,57.8,65.2,-2.1,22.0,25.8,1.7,31.8,53.7,61.6,43.1,1
16.3,39.9,25.2,1.6,71.4,51.5,57.8,65.2,12.0,37.2,26.1,1.0,64.8,63.0,63.2,69.4,0
16.3,39.9,25.2,1.6,71.4,51.5,57.8,65.2,31.7,40.0,8.6,0.4,70.8,97.4,56.2,93.5,0
16.3,39.9,25.2,1.6,71.4,51.5,57.8,65.2,-4.0,22.7,27.5,0.8,33.4,57.1,48.4,44.2,0
16.3,39.9,25.2,1.6,71.4,51.5,57.8,65.2,-2.6,30.8,33.4,0.1,56.4,42.6,52.6,49.7,1
16.3,39.9,25.2,1.6,71.4,51.5,57.8,65.2,-1.0,31.2,31.3,-0.9,48.6,40.2,57.1,44.3,1
16.3,39.9,25.2,1.6,71.4,51.5,57.8,65.2,-1.2,25.3,26.3,-0.1,46.1,62.2,40.7,53.2,0
-4.0,22.7,27.5,0.8,33.4,57.1,48.4,44.2,-1.2,25.3,26.3,-0.1,46.1,62.2,40.7,53.2,1
-4.0,22.7,27.5,0.8,33.4,57.1,48.4,44.2,5.4,34.5,27.8,-1.3,63.1,40.9,49.8,52.5,0
-4.0,22.7,27.5,0.8,33.4,57.1,48.4,44.2,-2.6,30.8,33.4,0.1,56.4,42.6,52.6,49.7,0
-4.0,22.7,27.5,0.8,33.4,57.1,48.4,44.2,12.0,37.2,26.1,1.0,64.8,63.0,63.2,69.4,0
-4.0,22.7,27.5,0.8,33.4,57.1,48.4,44.2,-1.0,31.2,31.3,-0.9,48.6,40.2,57.1,44.3,1
-4.0,22.7,27.5,0.8,33.4,57.1,48.4,44.2,15.4,26.6,14.0,2.8,39.1,87.2,64.7,72.4,0
-2.6,30.8,33.4,0.1,56.4,42.6,52.6,49.7,31.7,40.0,8.6,0.4,70.8,97.4,56.2,93.5,0
-2.6,30.8,33.4,0.1,56.4,42.6,52.6,49.7,-1.2,25.3,26.3,-0.1,46.1,62.2,40.7,53.2,1
-2.6,30.8,33.4,0.1,56.4,42.6,52.6,49.7,5.4,34.5,27.8,-1.3,63.1,40.9,49.8,52.5,1
-2.6,30.8,33.4,0.1,56.4,42.6,52.6,49.7,-1.0,31.2,31.3,-0.9,48.6,40.2,57.1,44.3,1
-1.0,31.2,31.3,-0.9,48.6,40.2,57.1,44.3,11.3,35.7,22.8,-1.6,64.8,67.9,32.1,66.8,0
-1.0,31.2,31.3,-0.9,48.6,40.2,57.1,44.3,25.3,34.2,9.0,0.2,73.2,86.7,32.4,82.9,0
-1.0,31.2,31.3,-0.9,48.6,40.2,57.1,44.3,15.4,26.6,14.0,2.8,39.1,87.2,64.7,72.4,0
-1.0,31.2,31.3,-0.9,48.6,40.2,57.1,44.3,-1.2,25.3,26.3,-0.1,46.1,62.2,40.7,53.2,1
-1.0,31.2,31.3,-0.9,48.6,40.2,57.1,44.3,7.9,36.2,28.9,0.5,62.1,45.8,62.2,58.2,1
-1.2,25.3,26.3,-0.1,46.1,62.2,40.7,53.2,15.3,32.1,18.4,1.7,63.2,73.3,62.4,74.6,0
-1.2,25.3,26.3,-0.1,46.1,62.2,40.7,53.2,12.4,38.9,27.9,1.3,69.4,47.1,50.1,60.6,1
25.3,34.2,9.0,0.2,73.2,86.7,32.4,82.9,5.4,34.5,27.8,-1.3,63.1,40.9,49.8,52.5,1
25.3,34.2,9.0,0.2,73.2,86.7,32.4,82.9,15.3,32.1,18.4,1.7,63.2,73.3,62.4,74.6,0
31.7,40.0,8.6,0.4,70.8,97.4,56.2,93.5,12.4,38.9,27.9,1.3,69.4,47.1,50.1,60.6,1
31.7,40.0,8.6,0.4,70.8,97.4,56.2,93.5,-12.0,16.6,27.4,-1.1,16.4,48.9,43.4,27.3,1
31.7,40.0,8.6,0.4,70.8,97.4,56.2,93.5,7.9,36.2,28.9,0.5,62.1,45.8,62.2,58.2,1
31.7,40.0,8.6,0.4,70.8,97.4,56.2,93.5,12.0,37.2,26.1,1.0,64.8,63.0,63.2,69.4,1
31.7,40.0,8.6,0.4,70.8,97.4,56.2,93.5,25.3,34.2,9.0,0.2,73.2,86.7,32.4,82.9,1
31.7,40.0,8.6,0.4,70.8,97.4,56.2,93.5,5.4,34.5,27.8,-1.3,63.1,40.9,49.8,52.5,1
31.7,40.0,8.6,0.4,70.8,97.4,56.2,93.5,15.3,32.1,18.4,1.7,63.2,73.3,62.4,74.6,1
12.0,37.2,26.1,1.0,64.8,63.0,63.2,69.4,9.1,27.5,17.3,-1.1,40.1,75.4,32.4,58.1,1
12.0,37.2,26.1,1.0,64.8,63.0,63.2,69.4,15.3,32.1,18.4,1.7,63.2,73.3,62.4,74.6,1
12.0,37.2,26.1,1.0,64.8,63.0,63.2,69.4,5.4,34.5,27.8,-1.3,63.1,40.9,49.8,52.5,0
12.0,37.2,26.1,1.0,64.8,63.0,63.2,69.4,12.4,38.9,27.9,1.3,69.4,47.1,50.1,60.6,0
12.0,37.2,26.1,1.0,64.8,63.0,63.2,69.4,25.3,34.2,9.0,0.2,73.2,86.7,32.4,82.9,0
15.3,32.1,18.4,1.7,63.2,73.3,62.4,74.6,-1.2,21.9,21.1,-2.0,28.7,63.2,49.6,44.8,1
15.3,32.1,18.4,1.7,63.2,73.3,62.4,74.6,5.4,34.5,27.8,-1.3,63.1,40.9,49.8,52.5,1
15.3,32.1,18.4,1.7,63.2,73.3,62.4,74.6,7.9,36.2,28.9,0.5,62.1,45.8,62.2,58.2,1
15.3,32.1,18.4,1.7,63.2,73.3,62.4,74.6,12.4,38.9,27.9,1.3,69.4,47.1,50.1,60.6,1
5.4,34.5,27.8,-1.3,63.1,40.9,49.8,52.5,-9.4,25.2,33.3,-1.3,32.4,31.8,38.1,26.3,0
5.4,34.5,27.8,-1.3,63.1,40.9,49.8,52.5,8.0,29.6,23.1,1.4,48.3,68.2,72.6,64.5,0
5.4,34.5,27.8,-1.3,63.1,40.9,49.8,52.5,7.9,36.2,28.9,0.5,62.1,45.8,62.2,58.2,0
5.4,34.5,27.8,-1.3,63.1,40.9,49.8,52.5,12.4,38.9,27.9,1.3,69.4,47.1,50.1,60.6,1
12.4,38.9,27.9,1.3,69.4,47.1,50.1,60.6,7.7,33.8,29.3,3.2,60.6,44.3,83.4,60.5,1
12.4,38.9,27.9,1.3,69.4,47.1,50.1,60.6,7.9,36.2,28.9,0.5,62.1,45.8,62.2,58.2,0
12.4,38.9,27.9,1.3,69.4,47.1,50.1,60.6,25.3,34.2,9.0,0.2,73.2,86.7,32.4,82.9,0
7.9,36.2,28.9,0.5,62.1,45.8,62.2,58.2,11.0,34.5,23.4,-0.1,53.1,59.1,55.3,58.5,1
7.9,36.2,28.9,0.5,62.1,45.8,62.2,58.2,-25.5,18.4,42.5,-1.4,18.7,13.0,31.8,8.9,1
7.9,36.2,28.9,0.5,62.1,45.8,62.2,58.2,15.4,26.6,14.0,2.8,39.1,87.2,64.7,72.4,1
7.9,36.2,28.9,0.5,62.1,45.8,62.2,58.2,25.3,34.2,9.0,0.2,73.2,86.7,32.4,82.9,0
22.4,35.6,15.0,1.7,70.7,88.5,48.6,85.2,-6.6,25.0,31.8,0.2,26.5,29.6,47.7,23.1,1
22.4,35.6,15.0,1.7,70.7,88.5,48.6,85.2,7.4,34.6,27.6,0.4,64.1,58.9,42.5,62.8,1
22.4,35.6,15.0,1.7,70.7,88.5,48.6,85.2,26.1,48.7,22.9,0.3,92.1,59.1,41.1,82.8,1
22.4,35.6,15.0,1.7,70.7,88.5,48.6,85.2,-14.9,17.3,29.9,-2.2,16.0,41.2,37.6,21.0,1
22.4,35.6,15.0,1.7,70.7,88.5,48.6,85.2,4.6,25.1,19.4,-1.1,39.3,60.9,37.5,47.1,1
22.4,35.6,15.0,1.7,70.7,88.5,48.6,85.2,16.1,30.5,14.8,0.5,63.8,85.5,45.5,79.3,1
22.4,35.6,15.0,1.7,70.7,88.5,48.6,85.2,19.0,38.0,20.9,1.9,71.2,63.3,61.0,72.6,0
22.4,35.6,15.0,1.7,70.7,88.5,48.6,85.2,2.9,27.9,23.5,-1.5,55.2,63.7,50.1,61.7,1
22.4,35.6,15.0,1.7,70.7,88.5,48.6,85.2,10.3,37.7,28.3,0.8,54.6,53.3,55.6,56.1,1
22.4,35.6,15.0,1.7,70.7,88.5,48.6,85.2,-0.6,28.7,28.1,-1.2,47.5,40.2,64.4,44.8,1
22.4,35.6,15.0,1.7,70.7,88.5,48.6,85.2,7.4,31.0,24.1,0.4,52.4,41.7,50.6,46.6,1
22.4,35.6,15.0,1.7,70.7,88.5,48.6,85.2,24.4,34.8,11.1,0.7,73.7,87.4,74.8,88.9,1
19.0,38.0,20.9,1.9,71.2,63.3,61.0,72.6,-12.0,16.6,27.4,-1.1,16.4,48.9,43.4,27.3,1
19.0,38.0,20.9,1.9,71.2,63.3,61.0,72.6,11.9,31.5,19.8,0.2,60.0,60.8,63.6,65.4,1
19.0,38.0,20.9,1.9,71.2,63.3,61.0,72.6,24.4,34.8,11.1,0.7,73.7,87.4,74.8,88.9,0
19.0,38.0,20.9,1.9,71.2,63.3,61.0,72.6,12.6,27.8,17.5,2.3,43.3,68.6,65.1,61.1,1
19.0,38.0,20.9,1.9,71.2,63.3,61.0,72.6,-0.6,28.7,28.1,-1.2,47.5,40.2,64.4,44.8,1
19.0,38.0,20.9,1.9,71.2,63.3,61.0,72.6,-11.0,25.1,35.6,-0.5,36.3,27.4,39.7,26.2,1
19.0,38.0,20.9,1.9,71.2,63.3,61.0,72.6,10.3,29.0,18.9,0.2,51.4,66.3,69.5,65.5,1
19.0,38.0,20.9,1.9,71.2,63.3,61.0,72.6,4.6,25.1,19.4,-1.1,39.3,60.9,37.5,47.1,1
19.0,38.0,20.9,1.9,71.2,63.3,61.0,72.6,-14.9,17.3,29.9,-2.2,16.0,41.2,37.6,21.0,1
19.0,38.0,20.9,1.9,71.2,63.3,61.0,72.6,7.4,31.0,24.1,0.4,52.4,41.7,50.6,46.6,1
24.4,34.8,11.1,0.7,73.7,87.4,74.8,88.9,6.3,29.3,21.7,-1.3,61.3,82.2,33.3,73.6,1
24.4,34.8,11.1,0.7,73.7,87.4,74.8,88.9,16.1,30.5,14.8,0.5,63.8,85.5,45.5,79.3,1
24.4,34.8,11.1,0.7,73.7,87.4,74.8,88.9,-14.9,17.3,29.9,-2.2,16.0,41.2,37.6,21.0,1
24.4,34.8,11.1,0.7,73.7,87.4,74.8,88.9,-6.7,22.7,29.5,0.2,27.4,43.0,38.1,30.4,1
24.4,34.8,11.1,0.7,73.7,87.4,74.8,88.9,7.4,31.0,24.1,0.4,52.4,41.7,50.6,46.6,1
24.4,34.8,11.1,0.7,73.7,87.4,74.8,88.9,-0.6,28.7,28.1,-1.2,47.5,40.2,64.4,44.8,1
24.4,34.8,11.1,0.7,73.7,87.4,74.8,88.9,10.3,29.0,18.9,0.2,51.4,66.3,69.5,65.5,0
24.4,34.8,11.1,0.7,73.7,87.4,74.8,88.9,4.6,25.1,19.4,-1.1,39.3,60.9,37.5,47.1,1
4.6,25.1,19.4,-1.1,39.3,60.9,37.5,47.1,-7.0,28.2,35.1,-0.1,36.4,32.4,51.0,31.0,1
4.6,25.1,19.4,-1.1,39.3,60.9,37.5,47.1,7.4,31.0,24.1,0.4,52.4,41.7,50.6,46.6,1
4.6,25.1,19.4,-1.1,39.3,60.9,37.5,47.1,10.3,37.7,28.3,0.8,54.6,53.3,55.6,56.1,0
4.6,25.1,19.4,-1.1,39.3,60.9,37.5,47.1,2.9,27.9,23.5,-1.5,55.2,63.7,50.1,61.7,0
4.6,25.1,19.4,-1.1,39.3,60.9,37.5,47.1,-0.6,28.7,28.1,-1.2,47.5,40.2,64.4,44.8,1
4.6,25.1,19.4,-1.1,39.3,60.9,37.5,47.1,-14.9,17.3,29.9,-2.2,16.0,41.2,37.6,21.0,1
4.6,25.1,19.4,-1.1,39.3,60.9,37.5,47.1,-11.0,25.1,35.6,-0.5,36.3,27.4,39.7,26.2,1
-0.6,28.7,28.1,-1.2,47.5,40.2,64.4,44.8,-11.0,25.1,35.6,-0.5,36.3,27.4,39.7,26.2,1
-0.6,28.7,28.1,-1.2,47.5,40.2,64.4,44.8,12.6,27.8,17.5,2.3,43.3,68.6,65.1,61.1,0
-0.6,28.7,28.1,-1.2,47.5,40.2,64.4,44.8,7.4,31.0,24.1,0.4,52.4,41.7,50.6,46.6,1
-0.6,28.7,28.1,-1.2,47.5,40.2,64.4,44.8,10.3,37.7,28.3,0.8,54.6,53.3,55.6,56.1,0
-0.6,28.7,28.1,-1.2,47.5,40.2,64.4,44.8,-14.9,17.3,29.9,-2.2,16.0,41.2,37.6,21.0,1
-14.9,17.3,29.9,-2.2,16.0,41.2,37.6,21.0,26.7,40.2,13.9,0.4,81.6,85.4,56.6,89.3,0
-14.9,17.3,29.9,-2.2,16.0,41.2,37.6,21.0,-5.1,32.2,38.6,1.3,61.2,26.4,54.7,42.6,1
-14.9,17.3,29.9,-2.2,16.0,41.2,37.6,21.0,10.3,29.0,18.9,0.2,51.4,66.3,69.5,65.5,0
-14.9,17.3,29.9,-2.2,16.0,41.2,37.6,21.0,-6.7,22.7,29.5,0.2,27.4,43.0,38.1,30.4,0
-14.9,17.3,29.9,-2.2,16.0,41.2,37.6,21.0,12.6,27.8,17.5,2.3,43.3,68.6,65.1,61.1,0
-14.9,17.3,29.9,-2.2,16.0,41.2,37.6,21.0,7.4,31.0,24.1,0.4,52.4,41.7,50.6,46.6,0
12.6,27.8,17.5,2.3,43.3,68.6,65.1,61.1,-4.6,26.1,30.0,-0.7,40.3,52.8,45.9,45.3,1
12.6,27.8,17.5,2.3,43.3,68.6,65.1,61.1,0.8,33.5,34.0,1.3,62.4,34.1,52.6,48.6,1
12.6,27.8,17.5,2.3,43.3,68.6,65.1,61.1,10.3,29.0,18.9,0.2,51.4,66.3,69.5,65.5,0
